Vuln_ID,Brand,ProdType,Category,Price USD,YDif,Protocols,TCPIP,GATT,RF,MTP,DSP,RS232,CCX,APDU,DataStorage,PersonalInfo,Location,Auth-Encryption,CommCap,LTE,DSL,HSPA,GSM,Cellular,BLE,Bluetooth,ISM,LPN,Z-Wave,Lutron,Kidde,NFC,ZigBee,USB,MicroSD,SD Card,e-SATA,CF Card,Smart Card,Serial,UART,Coaxial,Console,Fiber,WiFi,Ethernet,CD/DVD,RFID,Infrared,CVSS,CVSS1,CVSS2,CVSS3,CVSS4,CVSS5
CVE-2020-15059,Lindy,USB Server,Other,129,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15060,Lindy,USB Server,Other,129,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,4.3,1,1,1,1,2
CVE-2020-15061,Lindy,USB Server,Other,129,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-15062,Digitus,USB Server,Other,135,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15063,Digitus,USB Server,Other,135,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15064,Digitus,USB Server,Other,135,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,4.3,1,1,1,1,2
CVE-2020-15065,Digitus,USB Server,Other,135,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-15415,Draytek,Router,Telecomm,563,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15416,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15417,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.3,2,2,2,2,2
CVE-2020-15489,Wavlink,WiFi Router,Telecomm,46,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15490,Wavlink,WiFi Router,Telecomm,46,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15498,ASUS,WiFi Router,Telecomm,171,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,5.9,2,2,2,1,2
CVE-2020-15499,ASUS,WiFi Router,Telecomm,171,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2020-15631,D-Link,WiFi Extender,Telecomm,125,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2020-15632,D-Link,WiFi Router,Telecomm,103,6,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15633,D-Link,WiFi Router,Telecomm,185,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15634,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.3,2,2,2,2,2
CVE-2020-15635,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-15636,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15892,D-Link,WiFi Extender,Telecomm,60,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15893,D-Link,WiFi Router,Telecomm,39,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-15894,D-Link,WiFi Router,Telecomm,39,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2020-15895,D-Link,WiFi Router,Telecomm,39,5,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2020-15896,D-Link,WiFi Extender,Telecomm,298,16,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2020-16218,Philips,Patient Monitor,Medical,2153,13,"TCPIP, RF",TCPIP,,RF,,,,,,Local,No,No,None,"WiFi, Ethernet, ISM",,,,,,,,ISM,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,3.5,1,1,1,1,1
CVE-2020-16237,Philips,Vital signs monitor,Medical,2614,8,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,2.1,1,1,1,1,1
CVE-2020-16239,Philips,Vital signs monitor,Medical,2614,8,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,4.9,1,1,1,1,2
CVE-2020-16241,Philips,Vital signs monitor,Medical,2614,8,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,2.1,1,1,1,1,1
CVE-2020-24354,Zyxel,WiFi Router,Telecomm,59,4,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-24355,Zyxel,WiFi Router,Telecomm,59,4,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-24363,TP-Link,WiFi Extender,Telecomm,41,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-24365,Gemtek,WiFi Router,Telecomm,59,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,None,"WiFi, Ethernet, DSL, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-25067,NETGEAR,WiFi Router,Telecomm,130,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26582,D-Link,WiFi Access Point,Telecomm,55,7,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26898,NETGEAR,WiFi Router,Telecomm,309,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26899,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-26900,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26901,NETGEAR,WiFi system,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-26902,NETGEAR,WiFi system,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26903,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26904,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26905,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26906,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26907,NETGEAR,WiFi system,Telecomm,708,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26908,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-26909,NETGEAR,WiFi Router,Telecomm,309,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, DSL, Ethernet, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26910,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2020-26911,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26912,NETGEAR,WiFi Router,Telecomm,99,6,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26913,NETGEAR,WiFi Router,Telecomm,309,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, DSL, Ethernet, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2020-26914,NETGEAR,WiFi Router,Telecomm,174,6,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, WAN, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.1,2,3,2,2,3
CVE-2020-26915,NETGEAR,WiFi Router,Telecomm,309,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, DSL, Ethernet, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2020-26916,NETGEAR,WiFi Router,Telecomm,174,6,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, WAN, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.3,2,2,2,2,2
CVE-2020-26917,NETGEAR,WiFi Extender,Telecomm,231,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2020-26918,NETGEAR,WiFi Extender,Telecomm,231,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2020-26920,NETGEAR,WiFi system,Telecomm,409,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-26924,NETGEAR,WiFi Access Point,Telecomm,173,5,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-26925,NETGEAR,Ethernet Switch,Telecomm,256,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,3.2,1,1,1,1,1
CVE-2020-26926,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.6,3,4,4,4,3
CVE-2020-26927,NETGEAR,WiFi Router,Telecomm,174,6,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, WAN, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-26928,NETGEAR,WiFi Router,Telecomm,462,0,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.6,3,4,4,4,3
CVE-2020-26929,NETGEAR,WiFi Router,Telecomm,102,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2020-26930,NETGEAR,WiFi Router,Telecomm,231,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,3.8,1,1,1,1,1
CVE-2020-27980,Genexis,WiFi Router,Telecomm,51,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,5.4,1,1,1,1,2
CVE-2020-3110,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-3111,Cisco,IP Phone,Smart Home,1438,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-3330,Cisco,WiFi Router,Telecomm,57,9,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-3360,Cisco,IP Phone,Smart Home,41,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,5.3,1,1,1,1,2
CVE-2020-3505,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-3506,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-3507,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-3543,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-3544,Cisco,IP Camera,Smart Home,930,3,"TCPIP, MTP, RS232",TCPIP,,,MTP,,RS232,,,Local,No,No,Symmetric,"Ethernet, MicroSD, Serial, ",,,,,,,,,,,,,,,,MicroSD,,,,,Serial,,,,Fiber,,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-3923,Tonnet,DVR,Smart Home,229,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-3924,Tonnet,DVR,Smart Home,229,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,,Ethernet,,,,9.8,3,4,4,4,3
CVE-2020-3930,GeoVision,Smart Access Control,Smart Home,231,3,TCPIP,TCPIP,,,,,,,,Local,No,No,None,"Ethernet, RFID",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,RFID,,3.3,1,1,1,1,1
CVE-2020-5534,NEC,WiFi Router,Telecomm,62,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2020-5548,Yamaha,VoIP Router,Telecomm,365,4,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,Yes,No,Symmetric,"WiFi, Ethernet, WAN, USB, MicroSD, Phone, LTE, ",LTE,DSL,,,,,,,,,,,,,USB,MicroSD,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2020-5589,Sony,Headphones,Wearable,257,1,GATT,,GATT,,,,,,,Remote,No,No,None,Bluetooth,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,Fiber,,,,,,8.8,3,4,4,3,3
CVE-2020-5735,Dahua,Smart Camera,Smart Home,84,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, SD Card",,,,,,,,,,,,,,,,,SD Card,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2020-5736,Dahua,Smart Camera,Smart Home,84,3,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, SD Card",,,,,,,,,,,,,,,,,SD Card,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-6007,Philips,Hue Bridge,Smart Home,59,3,"TCPIP, RF, MTP",TCPIP,,RF,MTP,,,,,Remote,Yes,Yes,Symmetric,"WiFi, Ethernet, ZigBee, USB",,,,,,,,,,,,,,ZigBee,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.9,3,4,3,2,3
CVE-2020-6765,D-Link,WiFi Router,Telecomm,100,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, WAN, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.2,2,3,2,2,3
CVE-2020-6841,D-Link,WiFi Extender,Telecomm,135,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2020-6842,D-Link,WiFi Extender,Telecomm,135,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,,,,,7.2,2,3,2,2,3
CVE-2020-6862,ZTE,WiFi Router,Telecomm,21,2,TCPIP,TCPIP,,,,,,,,Local,No,No,None,"WiFi, Ethernet, Fiber",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,5.3,1,1,1,1,2
CVE-2020-6863,ZTE,WiFi Router,Telecomm,43,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-6864,ZTE,WiFi Router,Telecomm,43,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2020-7057,Hikvision,DVR,Smart Home,170,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"Ethernet, USB, SATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,,Ethernet,,,,5.3,1,1,1,1,2
CVE-2020-7234,Ruckus ,WiFi Access Point,Telecomm,91,4,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2020-7249,SMC,WiFi Router,Telecomm,114,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Coaxial",,,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,4.8,1,1,1,1,2
CVE-2020-7805,KT,Mobile Router,Telecomm,116,3,"TCPIP, GATT, DSP, MTP",TCPIP,GATT,,MTP,DSP,,,,Local,Yes,No,Symmetric,"WiFi, LTE, Bluetooth, USB",LTE,,,,,,Bluetooth,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,,,,,9.8,3,4,4,4,3
CVE-2020-8033,Ruckus ,WiFi Access Point,Telecomm,102,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
