Vuln_ID,Brand,ProdType,Category,Price USD,YDif,Protocols,TCPIP,GATT,RF,MTP,DSP,RS232,CCX,APDU,DataStorage,PersonalInfo,Location,Auth-Encryption,CommCap,LTE,DSL,HSPA,GSM,Cellular,BLE,Bluetooth,ISM,LPN,Z-Wave,Lutron,Kidde,NFC,ZigBee,USB,MicroSD,SD Card,e-SATA,CF Card,Smart Card,Serial,UART,Coaxial,Console,Fiber,WiFi,Ethernet,CD/DVD,RFID,Infrared,CVSS,CVSS1,CVSS2,CVSS3,CVSS4,CVSS5
CVE-2018-20380,Ambit,WiFi Router,Telecomm,15,7,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Coaxial, USB",,,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20381,Technicolor,WiFi Router,Telecomm,170,6,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20383,ARRIS,WiFi Router,Telecomm,57,5,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Coaxial, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20386,ARRIS,WiFi Router,Telecomm,69,2,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20389,D-Link,WiFi Router,Telecomm,123,-1,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, Phone, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20393,Technicolor,WiFi Router,Telecomm,299,2,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial",,DSL,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20401,Zoomtel,WiFi Router,Telecomm,99,5,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20438,Technicolor,WiFi Router,Telecomm,15,9,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial",,DSL,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20439,Technicolor,WiFi Router,Telecomm,299,2,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial",,DSL,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20440,Technicolor,WiFi Router,Telecomm,9,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,None,"WiFi, Ethernet, Coaxial, USB",,,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20441,Technicolor,WiFi Router,Telecomm,19,6,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20442,Technicolor,WiFi Router,Telecomm,15,9,"TCPIP, DSP",TCPIP,,,,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial",,DSL,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20443,Technicolor,WiFi Router,Telecomm,19,6,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, Phone, Coaxial, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20444,Technicolor,WiFi Router,Telecomm,22,1,TCPIP,TCPIP,,,,,,,,Local,No,No,None,"WiFi, Ethernet, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20445,D-Link,WiFi Router,Telecomm,123,-1,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, DSL, Phone, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20512,EPON,WiFi Router,Telecomm,55,2,TCPIP,TCPIP,,,,,,,,Remote,Yes,No,Symmetric,"WiFi, Ethernet, Fiber, Coaxial",,,,,,,,,,,,,,,,,,,,,,,Coaxial,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20674,D-Link,WiFi Router,Telecomm,66,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-20675,D-Link,WiFi Router,Telecomm,66,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-20957,Tapplock,Smart Lock,Smart Home,99,0,GATT,,GATT,,,,,,,Local,No,No,Unknown,BLE,,,,,,BLE,,,,,,,,,,,,,,,,,,,Fiber,,,,,,8.8,3,4,4,3,3
CVE-2018-21056,Samsung,Smart Watch,Wearable,299,0,"TCPIP, GATT, RF",TCPIP,GATT,RF,,,,,,Remote,Yes,Yes,Symmetric,"WiFi, BLE, NFC",,,,,,BLE,,,,,,,NFC,,,,,,,,,,,,Fiber,WiFi,,,,,4.6,1,1,1,1,2
CVE-2018-21093,NETGEAR,WiFi Router,Telecomm,518,2,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21094,NETGEAR,WiFi Access Point,Telecomm,119,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.3,2,3,2,2,3
CVE-2018-21095,NETGEAR,WiFi Router,Telecomm,235,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.3,1,1,1,1,2
CVE-2018-21096,NETGEAR,WiFi Access Point,Telecomm,119,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.4,2,3,2,2,3
CVE-2018-21097,NETGEAR,WiFi Access Point,Telecomm,119,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21098,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21099,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2018-21100,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2018-21101,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2018-21103,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21104,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21105,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21106,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21107,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21108,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21109,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21110,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21111,NETGEAR,WiFi Router,Telecomm,65,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21112,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21113,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21114,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21115,NETGEAR,WiFi Router,Telecomm,257,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21116,NETGEAR,WiFi Router,Telecomm,257,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21117,NETGEAR,WiFi Router,Telecomm,257,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21118,NETGEAR,WiFi Router,Telecomm,257,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21119,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21120,NETGEAR,WiFi Access Point,Telecomm,119,3,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8,3,4,3,3,3
CVE-2018-21124,NETGEAR,WiFi Access Point,Telecomm,121,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21125,NETGEAR,WiFi Access Point,Telecomm,121,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21126,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21127,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21128,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21129,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2018-21130,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21131,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.1,3,4,4,4,3
CVE-2018-21132,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21133,NETGEAR,WiFi Access Point,Telecomm,318,1,TCPIP,TCPIP,,,,,,,,Local,No,No,Symmetric,"WiFi, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21134,NETGEAR,WiFi Router,Telecomm,518,2,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21135,NETGEAR,WiFi Router,Telecomm,99,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.2,2,3,2,2,3
CVE-2018-21136,NETGEAR,WiFi Router,Telecomm,65,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,4.6,1,1,1,1,2
CVE-2018-21137,NETGEAR,WiFi Router,Telecomm,65,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21138,NETGEAR,WiFi Router,Telecomm,65,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21139,NETGEAR,WiFi Router,Telecomm,309,1,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, DSL, Ethernet, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.5,2,4,3,2,3
CVE-2018-21140,NETGEAR,WiFi Router,Telecomm,65,3,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, DSL, USB",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,6.5,2,3,2,2,2
CVE-2018-21141,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,4.5,1,1,1,1,2
CVE-2018-21142,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,4.9,1,1,1,1,2
CVE-2018-21143,NETGEAR,Switch,Telecomm,257,0,TCPIP,TCPIP,,,,,,,,Local,No,No,None,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,Fiber,,Ethernet,,,,6.5,2,3,2,2,2
CVE-2018-21144,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21145,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21146,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21147,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21148,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21149,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21150,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21151,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21152,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21153,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21154,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21155,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.1,2,2,2,2,2
CVE-2018-21156,NETGEAR,WiFi Router,Telecomm,518,2,"TCPIP, DSP, MTP",TCPIP,,,MTP,DSP,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, Phone",,DSL,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.2,2,3,2,2,3
CVE-2018-21157,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,6.8,2,3,2,2,2
CVE-2018-21158,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,8.8,3,4,4,3,3
CVE-2018-21161,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21162,NETGEAR,WiFi Router,Telecomm,99,4,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,9.8,3,4,4,4,3
CVE-2018-21163,NETGEAR,WiFi Extender,Telecomm,231,1,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.2,2,3,2,2,3
CVE-2018-21164,NETGEAR,WiFi Router,Telecomm,102,0,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB",,,,,,,,,,,,,,,USB,,,,,,,,,,Fiber,WiFi,Ethernet,,,,7.2,2,3,2,2,3
CVE-2018-21165,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,4.9,1,1,1,1,2
CVE-2018-21166,NETGEAR,WiFi Router,Telecomm,306,2,"TCPIP, MTP",TCPIP,,,MTP,,,,,Local,No,No,Symmetric,"WiFi, Ethernet, WAN, USB, eSATA",,,,,,,,,,,,,,,USB,,,e-SATA,,,,,,,Fiber,WiFi,Ethernet,,,,4.9,1,1,1,1,2
